nodes-10000,edges-9999,weights
7033,1047,17
1047,4506,9
1047,5723,32
5723,393,30
393,889,43
889,4873,1
889,7942,2
7942,3726,12
3726,366,15
889,5347,16
5347,3844,37
3844,7346,11
7346,5410,33
5410,1078,8
4506,9183,46
1576,7312,47
7312,487,41
487,9722,11
9722,7770,45
7942,1627,48
1627,4660,11
4660,1806,21
1806,4396,21
4660,5775,36
5775,4611,2
4611,239,11
5775,9715,21
9722,8186,48
1627,9919,49
9919,5411,39
5411,244,4
244,6222,7
5411,1005,26
6222,7050,42
7050,7967,25
9715,6894,50
5411,6743,51
6743,3586,49
6222,4067,53
4873,4780,53
4780,2029,47
2029,3862,50
3862,628,24
628,7865,12
3862,635,33
4873,5933,53
5933,9770,16
3906,6429,53
6429,2478,1
6429,8981,4
2478,7427,39
7427,7422,14
7458,6504,53
8223,6669,53
6669,3735,5
3735,6037,21
6669,8540,32
8540,3736,7
3736,7070,18
7070,5756,47
5538,6680,53
6680,3627,9
3627,5699,40
5699,3987,2
3987,7382,27
7382,8946,48
8180,6826,53
6826,5469,5
6826,1903,10
5469,8903,45
1432,6850,53
6850,9560,7
6850,3279,32
3279,9765,4
3279,4084,23
9560,6441,33
6850,2409,36
2409,8072,13
8072,799,11
8072,658,12
799,5828,33
5828,311,7
311,5020,6
799,9074,36
9074,730,9
9074,6047,22
730,6882,33
5828,8754,38
8754,1400,29
1400,5695,37
5695,7598,2
5695,1573,21
1573,3376,14
7598,633,26
3376,4938,40
4938,9228,36
9228,3689,32
7598,8239,42
5828,3899,43
1400,8130,46
8130,6590,32
8754,4333,50
9765,5741,52
8072,7428,52
7428,5987,19
6441,8493,52
8493,3867,42
3867,6476,18
6476,8126,12
8551,6968,53
6968,8014,46
8014,8387,9
6968,2694,49
2694,7907,20
2694,6167,44
2848,7293,53
7293,1264,31
1264,6892,39
3099,7410,53
7410,1967,53
1967,337,21
1967,5226,45
5226,6228,52
6228,1458,4
1458,4855,42
4855,4023,46
8022,7586,53
2489,7649,53
7649,825,40
6073,7741,53
7741,6822,18
6822,5070,17
5070,501,31
2001,7896,53
7896,5925,13
8916,8050,53
414,8310,53
8310,206,4
8310,5773,24
206,7870,31
5773,6236,33
6236,3665,11
4315,8313,53
8313,7457,26
7457,7099,44
7099,1357,5
8313,3233,51
3233,6950,7
6950,384,22
384,718,31
3233,7763,35
7763,8177,20
3233,3933,36
7763,7518,38
7518,2725,3
7518,7378,3
7378,1048,48
1048,9626,35
9626,7443,29
2065,8474,53
8474,1507,24
1507,3819,42
3819,4496,42
4496,8069,44
4496,1953,51
1507,765,52
798,8960,53
1,9054,53
2460,9190,53
9190,405,20
405,1565,6
1565,6289,25
1565,1494,38
1494,2571,26
2571,5742,38
9190,701,48
1565,1750,48
1750,356,25
356,3460,3
356,7267,30
7267,1696,4
5164,9368,53
9368,3690,21
3690,7151,21
1222,9628,53
9628,1792,33
1792,4121,43
3155,9667,53
8903,9728,53
9728,1352,27
1352,751,3
1352,7489,8
1352,2746,17
1352,7121,17
7121,6766,21
7489,4889,25
4889,6924,15
751,5135,26
5135,4276,14
4276,8430,31
8430,2992,20
6924,8164,45
8164,7749,42
7749,828,2
6766,4533,51
4533,8878,20
4533,7585,25
8878,1259,39
1259,6118,15
6118,1918,5
1259,6570,21
6570,8553,9
7585,2549,39
2549,3026,29
3026,9698,50
9698,1834,6
2549,8617,52
8617,9652,37
9652,3090,17
3020,9806,53
9806,9385,13
9073,9921,53
9921,8395,31
8923,9964,53
9964,9668,2
9668,6881,16
9964,2575,28
2575,2427,45
6881,8676,45
2575,3025,49
9668,5990,49
5990,6027,16
6027,5482,1
5482,3827,7
5482,9299,27
9299,3270,13
7865,20,54
20,9882,26
20,4929,46
9882,9140,47
5679,43,54
43,7007,5
7454,197,54
5455,303,54
1477,328,54
328,522,4
2652,535,54
504,782,54
6228,979,54
4495,1695,54
6532,1830,54
1830,2112,49
2516,2214,54
6730,2283,54
2283,3752,8
2283,2231,34
2231,2279,4
2279,8869,14
194,2371,54
9950,2416,54
9779,2597,54
2597,6876,22
2597,4705,45
4705,6347,46
6347,6342,18
6342,9589,49
9589,2342,14
7489,2702,54
2702,2998,20
2998,1963,32
2702,8781,33
2702,2381,42
2381,1697,35
1697,9171,33
9171,5038,1
1963,5889,42
5889,738,45
1963,8668,49
2998,490,52
1374,2831,54
2831,56,11
56,9181,5
56,6404,27
6404,8550,24
9181,1664,28
7750,2888,54
2888,7243,4
2888,4148,8
7243,9331,15
9331,1177,8
9331,9604,29
1177,189,35
7695,3027,54
7794,3138,54
3138,7437,53
7437,9874,21
9874,3648,3
3648,2411,16
3648,899,46
9193,3166,54
3166,7941,19
7941,424,20
3166,3543,40
3543,1890,11
424,7089,41
3543,9793,51
9793,1359,12
1359,746,33
746,4222,40
8700,3176,54
3176,5658,9
5658,8084,10
5658,9004,37
3264,3189,54
2555,3229,54
3229,8624,32
8575,3276,54
3276,4891,45
8235,3332,54
3332,4264,2
3332,3694,40
5164,3492,54
3492,9590,23
9590,3255,50
2741,3589,54
3589,318,2
318,2043,16
6615,3766,54
3766,4527,22
9430,3929,54
2830,4145,54
4145,3637,9
3245,4191,54
8814,4234,54
4436,4328,54
4328,695,31
1136,4808,54
4808,1301,26
4808,3387,30
3387,4176,28
4176,7178,14
7178,5331,19
5331,8098,31
1301,8798,32
3387,4163,34
7178,5590,52
5590,6485,49
4955,4820,54
1443,4976,54
4516,5098,54
1841,5105,54
4746,5211,54
5211,9719,11
9719,6795,20
6795,988,18
988,4864,46
4864,6268,38
9944,5921,54
5921,2913,23
2913,8819,7
8819,8191,19
4066,6285,54
1261,6576,54
1987,6593,54
6593,2018,28
2018,4617,48
4617,1491,20
1491,9431,46
9431,7257,4
1491,9491,52
9491,9844,8
9491,1333,54
1333,4978,18
1333,5318,29
7288,6607,54
6607,8808,49
8808,5980,26
5980,388,10
388,9229,3
5980,2865,32
388,5008,51
5008,8323,26
3334,6835,54
4611,6899,54
6899,1662,2
6899,4295,22
4295,1863,38
1863,6865,15
1863,2908,43
9431,6993,54
7097,7055,54
7055,8385,47
8385,4161,21
4161,5085,7
5085,3336,6
3587,7241,54
7241,319,25
319,704,8
8550,7466,54
7466,5436,3
5436,9873,8
9873,4785,4
4785,8345,17
8345,6189,37
4785,4816,49
4816,1039,53
6189,2055,53
2055,9942,14
9942,3347,23
4816,4230,53
4230,243,24
7466,7161,54
7137,7701,54
7701,561,52
5648,7758,54
7758,346,24
346,3135,22
3135,6978,49
5177,7791,54
7318,8090,54
8090,1080,36
1080,3732,14
1080,4832,42
8090,7300,46
7300,3554,14
3554,6967,34
7814,8184,54
8184,1575,3
8184,6432,22
6432,907,47
1575,7061,52
7061,5607,50
5607,7483,17
7483,100,10
2087,8293,54
8293,8912,15
8293,9875,21
8568,8366,54
8366,3419,10
3419,4017,15
4017,9891,10
3419,8543,30
8543,476,38
9891,6008,44
476,3083,47
9249,8486,54
691,8622,54
611,8671,54
8671,9970,40
9970,4692,23
8671,5264,46
4692,9753,51
9753,4037,9
4037,3019,15
681,8924,54
8924,9587,8
8924,8472,23
8768,9191,54
9191,5137,26
7653,9255,54
9255,2408,18
2408,8185,47
3611,9421,54
578,9734,54
9734,1561,19
9034,9996,54
9996,7072,53
1628,249,55
2159,446,55
446,6823,36
1502,545,55
7096,609,55
609,1816,8
3752,694,55
694,8339,20
8339,9180,27
8487,792,55
792,6144,5
1588,984,55
984,1716,36
1716,3522,42
7936,1126,55
3845,1173,55
2621,1183,55
1183,8513,34
8513,1711,28
1711,2179,33
8513,8548,34
2179,5276,43
3906,1646,55
6495,1717,55
3431,1734,55
3788,2226,55
4225,2239,55
5915,2468,55
1129,2719,55
2966,2726,55
2726,7836,53
7836,2545,19
8179,2790,55
2790,2046,29
2046,4400,7
2046,2996,8
2996,7860,53
7860,817,24
9688,2904,55
2904,3539,51
1656,2928,55
2928,3125,53
3125,1996,8
7095,3006,55
3006,5970,45
4867,3128,55
3128,9554,28
2461,3193,55
3193,8258,30
8258,331,3
331,6426,1
331,187,9
8258,9412,11
6426,4504,18
4504,576,10
6426,7104,19
7104,4665,11
4504,7195,33
4665,3493,40
1054,3208,55
3208,1677,26
1677,411,30
411,4981,7
4981,9260,37
9260,2530,33
3208,1640,40
1640,6338,40
3703,3298,55
4915,3414,55
3414,9735,1
1759,3422,55
5617,3473,55
3473,3436,46
3420,3523,55
3523,5563,27
8553,3526,55
3741,3618,55
8185,3682,55
3682,9023,4
2265,3712,55
3712,9362,14
3251,3765,55
4963,3947,55
4480,4044,55
4044,506,20
41,4202,55
8472,4220,55
4220,2964,11
4220,2983,20
2964,5782,42
5782,5994,15
8837,4308,55
7454,4748,55
4748,4251,18
4748,3710,50
3710,6431,6
3710,6472,16
3710,9472,49
9472,9166,15
9472,2976,42
2976,2198,25
4445,5122,55
4703,5221,55
3306,5423,55
5423,443,19
443,7606,3
5423,5532,39
6008,5704,55
5704,2551,17
5704,340,34
9667,5845,55
5845,4738,8
4121,6049,55
6049,5337,12
6049,3630,14
6049,1497,48
1565,6201,55
6201,794,23
794,9528,40
9528,9169,16
825,6237,55
4126,6327,55
6327,4512,38
2053,6477,55
6477,9173,28
8505,6522,55
6522,4474,10
4474,1892,17
4474,4547,32
4547,1132,9
1132,3390,5
3390,646,31
646,8160,6
8160,129,2
646,4707,35
4707,1413,17
1892,1294,42
4707,5882,44
5882,9237,12
9237,8656,1
5882,829,33
4547,9304,44
8847,6656,55
6656,8835,51
8835,3367,30
1387,6688,55
768,6938,55
6938,5927,54
5927,3500,10
7525,6948,55
6948,7440,31
7440,8609,26
4104,7144,55
7144,9908,39
9908,6017,44
6017,2167,21
2167,9149,13
5281,7270,55
7270,2251,4
190,7271,55
7271,126,16
126,566,35
126,4153,35
126,7969,46
7969,9836,1
366,7526,55
9148,7631,55
7631,2799,33
2855,7651,55
7651,3659,33
3659,507,27
2402,7766,55
7766,1206,20
1206,7445,1
1206,3010,44
5093,7821,55
7821,9546,44
9546,1621,23
1621,2572,1
2615,7833,55
7833,2151,51
8696,7834,55
3871,7972,55
7972,5292,38
1440,8347,55
8347,6032,49
6032,568,45
9232,8381,55
8381,9990,5
9990,4488,53
4488,6727,25
6727,3938,15
4488,1798,43
3938,4182,43
6763,8495,55
8495,890,7
8495,7823,19
7823,3691,15
890,2013,30
2013,7311,27
7311,7331,29
3691,4085,34
1195,8549,55
4637,8657,55
8657,7291,47
7291,9513,40
4366,8793,55
7110,8807,55
8507,8886,55
8886,970,16
970,6751,17
8886,857,20
857,2889,14
2889,4107,27
4107,699,4
4107,7465,37
699,5079,40
5079,1619,13
1619,677,3
1619,4755,6
2889,1964,45
1964,4060,17
4060,8894,23
8894,6878,13
4755,1777,47
6878,731,48
1964,981,50
731,5550,52
5550,2144,26
414,8887,55
4194,8940,55
8940,2860,26
2860,3240,22
3240,4165,47
4690,9009,55
478,9056,55
6432,9328,55
4419,9352,55
6913,9464,55
9464,969,17
969,5817,2
5479,9699,55
9699,3834,29
3834,178,44
3834,2321,52
5298,9762,55
9762,4523,39
4523,8984,42
9930,9842,55
9842,4204,18
4204,7197,4
6074,50,56
5622,66,56
2309,133,56
133,299,44
299,1934,37
7077,531,56
1333,772,56
3882,1172,56
1172,6838,53
6838,8370,16
8370,4882,27
4882,8219,7
4882,8417,40
8417,8828,47
8219,4278,48
9296,1291,56
3878,1296,56
4273,1337,56
1337,1582,12
1337,6105,21
7292,1521,56
8861,1715,56
1715,7499,33
1715,9897,35
9897,3617,32
6152,1754,56
1591,1782,56
1782,3994,23
5424,1844,56
1844,6143,40
1511,1946,56
1946,2952,21
4918,1994,56
1994,7261,12
7261,6471,16
2950,2079,56
2079,906,18
906,9898,5
2079,3108,53
9721,2233,56
2233,8941,21
8941,8560,25
8560,7924,36
7924,3170,5
3170,5138,5
5138,3959,30
3959,9144,24
9144,6305,23
6305,5288,47
5288,9852,11
9852,6226,1
405,2498,56
2498,8558,18
7756,2558,56
8933,2582,56
2250,2775,56
1456,3018,56
3018,3134,37
3134,6855,40
6855,4818,34
4818,2220,48
2220,606,56
6098,3120,56
3120,5077,7
5077,1837,32
4537,3267,56
6640,3608,56
3489,3919,56
9919,4007,56
4007,649,47
649,2638,9
2638,3147,13
3147,739,41
739,9571,49
9571,9764,34
9571,6060,44
6540,4091,56
4091,4800,34
4800,9416,50
4091,1484,56
1484,2994,32
2994,5181,5
1484,4155,46
4155,9199,45
2994,7806,48
7806,1515,2
1515,2007,3
2007,3550,7
7806,9511,29
2007,1873,45
1873,9067,31
9067,3327,12
1484,1888,51
1888,332,27
332,6440,12
6440,9681,6
332,5129,39
5129,6659,38
1888,2210,41
6440,2861,43
916,4174,56
9380,4355,56
4355,5839,48
5839,7800,31
7800,5802,13
5802,9689,3
9689,219,22
9689,410,36
410,9853,5
410,9468,8
9468,2625,41
9468,9186,45
2625,5388,49
5388,9110,8
5388,7350,39
7350,399,36
4958,4388,56
4388,666,56
666,7572,55
1278,4771,56
4771,2649,28
4398,4967,56
2169,5143,56
5143,5555,15
5555,9399,28
4076,5277,56
25,5342,56
5342,5660,23
5342,4192,44
5342,1380,46
1380,8281,12
1380,8601,49
8601,1783,8
4192,8918,52
8918,9209,2
9209,1772,4
3134,5480,56
3696,5485,56
424,5661,56
5661,8463,11
8463,52,14
6739,5760,56
5760,1328,32
5760,6450,50
6450,9481,1
6450,8078,7
9270,5800,56
5800,6545,55
6545,6600,46
6600,7147,2
3601,5804,56
5804,9690,5
5804,5407,7
9690,8958,31
9690,5271,50
3079,6265,56
2543,6331,56
3817,6517,56
6517,3658,37
3658,6783,37
4629,6599,56
9669,6628,56
6628,2837,17
2837,4923,20
4923,8209,20
2837,3215,35
3215,7841,30
6628,8655,47
6435,6762,56
6762,1037,25
1037,1703,20
1037,5859,51
6354,6859,56
6859,3049,17
3049,4728,8
6859,3568,21
4728,6245,39
6245,9231,28
9231,5720,41
5720,6589,24
6589,8236,10
7303,6875,56
6875,2026,32
9925,6912,56
6912,9428,26
9428,8407,48
7770,7015,56
7015,8074,8
8074,2893,21
8074,6807,28
2893,6095,37
6095,280,10
6095,7760,43
3255,7533,56
5218,7738,56
6752,7773,56
7773,7748,17
7773,8538,34
8538,9766,9
9766,1660,3
8538,9447,43
9447,6562,11
9447,329,30
329,2019,38
2019,9611,18
9611,8591,39
9447,7230,48
7230,7759,54
7759,7156,40
5495,7813,56
3889,7937,56
7937,9434,47
7826,8017,56
8017,8725,24
8017,8944,25
7289,8023,56
3148,8252,56
8252,8079,9
8079,3284,6
8252,8468,26
8790,8333,56
8333,8471,1
6727,8724,56
3231,8735,56
4809,8846,56
8846,174,16
174,4443,55
4443,3851,19
9751,8908,56
6465,9239,56
9239,9353,39
9239,510,47
9239,4917,47
4917,6623,47
6623,6510,16
6510,5880,12
6623,79,30
6623,9269,46
9269,7551,21
7551,1923,13
1923,894,3
9269,4664,45
4664,1283,22
4798,9295,56
5442,9406,56
147,9503,56
9503,5867,3
661,9527,56
9527,8863,21
8863,1403,49
1403,6391,10
1403,1342,14
1342,2827,18
6391,8457,51
8457,7635,2
7204,9582,56
8510,9727,56
9727,5752,33
5752,4109,34
9727,8641,35
8641,8649,25
8649,4175,6
4109,7827,44
7827,4792,39
4175,7073,51
7073,9670,42
2211,9781,56
4628,9849,56
9365,9911,56
9911,9790,27
9790,5542,30
1154,46,57
46,1743,40
6387,115,57
5336,484,57
7137,850,57
5321,873,57
873,198,2
3333,1001,57
8185,1024,57
613,1180,57
1180,3101,8
3101,1595,14
3101,3545,15
3545,4144,5
3101,6630,47
6630,2389,3
2389,6041,4
2389,2986,32
4745,1203,57
1203,183,21
3553,1260,57
1260,900,20
3097,1752,57
1752,964,25
1752,4962,27
4962,6969,8
964,4183,32
6969,9257,51
8570,1883,57
1883,4583,2
3889,1886,57
6169,2000,57
2000,3382,46
8254,2050,57
3574,2363,57
2363,1882,40
1882,9369,10
7126,2664,57
2664,2253,16
2253,135,2
2253,8536,14
2664,1160,36
135,1639,37
1639,8494,50
1160,8327,53
8327,7554,7
7554,8226,4
8327,1252,13
1252,426,12
1639,1992,54
1992,7103,36
8494,6298,55
6298,1175,20
9888,2665,57
3235,2704,57
2704,6297,36
1521,2767,57
960,2771,57
2771,5306,20
5306,2457,14
5306,8299,23
8299,5819,51
3482,2991,57
6072,3021,57
3021,4458,20
4458,8627,21
3021,7480,37
7813,3198,57
3198,7066,42
3198,1233,47
1233,5115,21
5115,6649,15
1233,5517,40
5517,663,38
5115,6915,48
6799,3437,57
1424,3542,57
3542,1693,24
3542,4595,37
1357,3594,57
9655,3676,57
3676,5364,17
5364,1544,24
3400,3780,57
3780,7933,6
7622,3811,57
1902,3820,57
3820,2042,26
5172,4012,57
4012,1311,9
1311,1858,44
9771,4078,57
4078,9164,38
9164,3072,17
5589,4110,57
4110,6514,30
9718,4164,57
738,4200,57
4239,4299,57
2467,4437,57
4437,7637,45
2685,4756,57
1688,4846,57
4846,1912,25
8953,5212,57
9949,5361,57
5361,1010,5
1010,993,44
993,7674,12
7674,5846,17
5846,4160,7
4160,3463,1
4160,2205,3
5846,7560,37
7560,4905,11
4905,3044,12
993,8071,38
5361,1613,44
3044,2082,45
2082,5639,2
7674,8631,49
1613,1674,50
1674,9147,16
9147,3579,47
3579,6296,10
9147,2346,48
8071,4453,54
4453,7505,6
4453,8532,52
7755,5576,57
5576,1698,40
1698,1280,48
1698,3830,48
3177,5677,57
5677,6988,27
6988,6971,17
6971,902,47
902,4150,49
4150,8423,50
8423,1113,3
1113,2840,9
3078,5913,57
5913,5749,12
5190,5961,57
5961,5408,17
5408,9759,8
5408,5531,39
6826,6104,57
1346,6210,57
5360,6217,57
6217,5635,40
5635,6960,20
5867,6249,57
6669,6371,57
8439,6428,57
6428,9048,49
9048,6681,15
9685,6461,57
6971,6473,57
6473,4272,8
345,6536,57
6536,4598,15
4598,6505,5
4598,1917,18
6505,6670,47
6505,4709,49
7672,6853,57
4145,6979,57
6979,5702,18
661,7069,57
241,7092,57
7092,1194,40
7092,1307,54
1307,5307,19
5307,2252,36
2252,7488,41
7488,7900,27
7900,5266,2
5266,6560,1
5266,6438,17
1307,3445,43
3445,9622,9
3445,7332,16
7332,7897,4
9622,3937,32
3937,4503,4
3445,3362,39
3362,3580,18
3937,7094,45
7094,2203,13
2203,1638,42
7900,9653,45
9653,499,32
499,9125,3
1194,1961,56
1961,2294,17
3604,7228,57
4458,7255,57
7255,7888,41
7888,8349,35
9406,7544,57
7544,948,35
2571,7786,57
9138,7982,57
7982,5792,1
7982,8031,34
5792,1771,51
8031,2206,52
2206,1441,2
2663,8133,57
8133,9805,31
5432,8205,57
8205,4969,18
4969,7023,28
7023,9252,6
826,8499,57
8499,9383,20
9383,8068,56
8068,4434,26
4434,9010,56
9010,4440,8
4440,5006,37
4440,6604,45
6604,2333,2
1523,8506,57
8778,8673,57
2218,8689,57
8689,8701,24
8701,2646,28
3102,8775,57
2754,8785,57
8785,485,53
485,8537,32
8537,5468,13
5468,9168,17
9168,4607,7
4607,5887,8
485,9221,51
9221,9823,46
5468,3698,54
3698,5734,27
7490,8838,57
1351,8939,57
3761,9207,57
9207,8174,6
9207,1659,54
5009,9289,57
9289,3593,13
7860,9419,57
9419,5946,37
5946,8320,34
8320,3338,3
6676,9467,57
1083,9553,57
9009,9599,57
9599,435,50
435,1466,18
1466,6902,35
6902,6165,38
6165,7906,37
7906,875,10
9018,9633,57
9633,5556,31
8953,9922,57
9922,6097,15
3650,401,58
401,6519,39
6519,2232,52
2232,4814,18
4814,8044,31
1740,814,58
814,2566,18
2566,1409,25
1409,6108,10
6108,4106,28
4106,1166,23
1166,8831,46
8831,4580,33
4580,6718,28
4106,5359,54
5359,5748,48
5748,3373,24
3373,3570,18
3373,489,42
489,2985,16
2985,8171,39
4580,8596,55
8596,9,26
9,7915,9
5198,831,58
831,4564,31
4564,631,11
631,473,26
631,7324,38
7324,8892,42
7324,6903,45
9576,910,58
910,7920,25
7920,3391,40
910,4822,49
4822,9005,44
9005,4930,10
6450,930,58
930,2946,10
2946,214,25
214,8264,38
930,3922,53
5095,978,58
1945,996,58
996,6267,35
6267,7508,44
7508,9482,38
7508,5309,48
5309,6388,40
6267,1954,54
1954,5502,32
9340,1032,58
1032,2870,37
4899,1120,58
1120,216,39
6692,1151,58
4787,1199,58
1199,9974,21
9974,3364,4
3364,6534,11
9974,5700,32
5361,1486,58
1486,8480,39
8480,1529,57
2679,1871,58
1871,17,16
17,1095,37
1382,1891,58
2866,1935,58
1935,5903,22
4551,2002,58
533,2074,58
2074,3950,5
2074,4600,44
7241,2186,58
2186,803,31
585,2286,58
2286,7133,25
7133,9788,23
9867,2405,58
2405,1690,27
519,2766,58
4638,2845,58
8287,2942,58
4849,3282,58
3282,4702,18
4702,872,11
4702,387,19
387,4021,36
387,8593,49
403,3312,58
3312,7516,18
4849,3379,58
3379,9247,25
1637,3396,58
1065,3671,58
2801,3756,58
3756,3890,8
3756,3076,38
4891,3786,58
3786,620,16
620,5373,14
3786,3643,18
3643,3110,29
3786,7354,38
5373,9243,47
9243,2678,56
2678,1405,57
3602,3833,58
4286,4005,58
4005,4922,30
4922,3283,7
3283,9418,12
4005,6524,50
6524,1398,49
1398,4422,5
1945,4342,58
2813,4524,58
4524,707,4
6300,5064,58
5064,8712,38
197,5290,58
3545,5356,58
5356,1537,1
5356,9965,10
1537,6057,15
9965,7500,39
7500,7727,21
1537,7558,43
5356,1825,51
1825,9277,27
1537,5645,51
5645,4466,15
2963,5500,58
3989,5737,58
5737,4412,30
4412,2532,18
2532,8416,10
8416,5528,22
7809,5844,58
5844,3319,19
3319,4641,26
4641,5515,30
4641,1193,33
1193,7335,33
5515,3652,34
7335,7162,42
7162,6149,47
6149,3636,12
3636,4493,21
1193,797,52
797,7550,32
4493,921,57
9168,5968,58
216,6035,58
256,6069,58
6069,6028,17
6069,7322,53
7322,9740,46
6386,6572,58
3093,6738,58
6738,9577,1
6738,9501,2
856,7219,58
5122,7386,58
5243,7392,58
1141,7626,58
7626,9195,44
9077,7627,58
8507,7662,58
7662,6994,36
6994,34,6
7662,7152,47
2161,7685,58
7685,1265,6
7685,4426,49
1265,8426,57
978,7948,58
4930,8093,58
8093,3936,35
3936,8836,33
6226,8103,58
2850,8318,58
8318,3501,32
1082,8361,58
8361,1428,21
1428,2611,15
2611,6153,23
6153,5916,49
5916,9967,10
9967,1361,37
5916,941,54
8316,8390,58
9224,8442,58
8822,8784,58
8784,896,29
896,2655,46
2655,7397,34
7397,2933,13
2655,8051,45
2655,5653,46
5653,364,13
6542,8853,58
6885,9038,58
7356,9040,58
9040,4944,23
9040,8386,55
8386,8621,22
8621,4719,22
4719,9096,10
8621,2463,30
8621,3569,42
3091,9222,58
9222,1982,58
1982,232,43
458,9370,58
153,9401,58
7457,9563,58
9563,8147,5
8147,6139,37
6139,710,44
6139,6328,47
5359,9879,58
4001,9913,58
9913,8880,26
3037,24,59
24,5481,4
5481,270,5
270,6259,5
5481,990,29
990,1349,42
2834,78,59
78,7859,58
8013,118,59
118,3807,10
3807,7309,22
3026,619,59
619,3880,10
3880,5205,21
3880,9660,49
5205,4534,50
4534,5381,13
4534,5615,32
5615,1147,58
7373,711,59
711,3149,43
4285,976,59
976,582,26
976,3693,55
9958,999,59
999,4670,4
999,492,52
492,7725,12
7725,8580,49
9921,1006,59
9377,1008,59
1008,1072,29
1008,6858,53
6858,9547,52
1233,1161,59
1161,2290,16
7623,1178,59
111,1454,59
7050,1513,59
2409,1528,59
4229,1671,59
282,1741,59
1741,8081,22
2660,1938,59
4793,2292,59
2292,3849,13
2292,6363,49
6363,5557,33
5557,664,21
664,6307,11
9581,2339,59
582,2682,59
2682,2693,16
2693,6996,10
2693,5979,24
5979,7832,19
2693,9682,38
5979,9216,52
9216,6056,22
6056,3028,4
3028,4444,45
4444,6084,21
6084,7358,4
6084,2900,18
4444,9687,29
2900,3674,41
4444,9509,46
9509,8173,23
8173,9268,45
9687,5764,49
2682,4603,58
4603,3949,14
4682,3195,59
6711,3207,59
3207,1051,15
1051,8810,18
1051,2037,52
2037,4178,50
4178,8529,12
8128,3403,59
3403,5855,27
5855,2064,28
2064,4542,57
9346,3505,59
3759,3697,59
3697,9126,52
9126,253,19
253,456,24
456,3948,23
3948,2637,19
2637,8498,5
8498,689,7
9126,4830,31
4830,9019,40
9019,8063,9
253,3979,48
3979,5841,46
5841,5369,1
7425,3727,59
9097,3865,59
2692,3877,59
3877,5383,36
1501,4083,59
4083,3349,35
3349,8597,5
3349,6594,32
6594,3575,55
3575,503,31
503,6115,6
6115,438,15
503,2807,20
2807,5415,12
3575,5151,51
5151,5694,46
5694,4549,7
4549,5263,20
5263,947,31
5263,4077,36
4077,4296,13
4296,6390,20
947,1146,47
1146,6085,36
6085,6970,6
6085,8945,23
6970,2501,39
7228,4139,59
5748,4189,59
4189,2755,7
8510,4393,59
4393,117,49
117,1493,25
3474,4454,59
4758,4477,59
4477,7548,15
4477,8330,27
6718,4777,59
2455,4791,59
4791,1267,31
1267,2630,7
2630,236,37
5809,5269,59
5269,8954,55
8410,5273,59
5273,3754,38
3754,5972,41
5972,7772,17
5972,6148,56
6148,2293,57
3248,5333,59
5333,1687,54
1687,9046,50
9046,3345,42
3345,2935,13
2935,8771,57
5278,5414,59
5414,1325,54
1325,7538,19
7538,8733,20
8733,8683,3
8683,6163,2
8733,1106,25
1106,1723,11
1106,455,36
1723,3206,55
5029,5451,59
9649,5730,59
6331,5768,59
4530,5984,59
5984,5072,36
5072,6709,49
6709,3644,54
446,6135,59
6135,2235,28
6862,6353,59
962,6482,59
6482,4684,12
4684,3275,23
3275,1028,7
1028,9574,18
9853,6691,59
9296,6784,59
6784,4895,35
8536,6832,59
6832,9443,43
9443,1344,23
9443,5076,56
5076,9471,9
5076,8314,32
8314,5027,19
5027,1289,13
644,6936,59
6936,8027,20
8027,995,40
995,5175,47
1731,7336,59
4043,7599,59
6020,7963,59
2150,8545,59
8545,5812,53
5812,4147,40
7103,8766,59
777,8829,59
8829,2105,23
2105,6702,9
8829,2744,27
2744,6675,5
8829,8620,54
8620,1922,56
1922,9082,22
9082,6374,14
6374,8653,1
1922,9861,38
9861,8726,39
1922,1601,45
1601,1049,13
1601,7702,55
473,9015,59
9015,3705,33
6534,9033,59
9033,9420,54
5304,9497,59
9497,1911,4
1911,3649,56
2000,9789,59
9789,4390,10
6392,113,60
113,5387,1
113,10,16
113,7583,44
7583,5858,15
7866,480,60
480,9918,16
480,6036,44
6036,5053,28
5053,5954,42
5954,1636,19
6805,536,60
536,2907,30
1790,653,60
653,2300,14
2300,2123,34
2123,2120,46
1638,922,60
2117,983,60
983,1970,9
1970,8618,8
983,2298,9
2298,4897,55
3184,1042,60
1042,8608,16
8608,9267,39
3477,1090,60
7524,1228,60
1228,4765,16
4765,3296,38
1228,4679,45
998,1237,60
327,1476,60
1476,9335,42
3871,1779,60
1779,4845,44
5795,2084,60
4717,2434,60
2434,4661,7
4978,2495,60
2495,3302,14
2346,2539,60
4426,2556,60
2556,7949,54
7949,7951,30
7951,2482,18
2482,9059,9
9059,2124,58
2124,6831,37
6831,9366,17
9366,3342,9
2124,8752,52
8752,9820,10
8752,7006,42
9986,2819,60
2819,1435,48
7835,2857,60
4085,2979,60
2979,8341,6
2979,9321,25
9321,2515,12
2515,4349,22
9321,9631,42
4349,2832,55
2832,4989,34
4989,3370,57
2638,3087,60
9150,3103,60
3103,8364,24
3103,5740,36
5740,8705,10
8364,5025,44
5025,9732,14
9732,4902,54
6223,3123,60
3123,563,46
563,4465,40
5319,3421,60
3421,1060,21
1060,2803,6
2803,254,39
254,9521,59
7101,3667,60
172,4003,60
4003,2108,3
2108,2267,24
5138,4063,60
4063,451,1
451,1248,58
